"","neighbourhood_name","common_name","n","proportion"
"1","ARBUTUS-RIDGE","ACCOLADE CHERRY",1,0.000193461017604953
"2","ARBUTUS-RIDGE","AKEBONO FLOWERING CHERRY",61,0.0118011220739021
"3","ARBUTUS-RIDGE","ALDERLEAFED MOUNTAIN ASH",8,0.00154768814083962
"4","ARBUTUS-RIDGE","ALIA'S MAGNOLIA",3,0.000580383052814858
"5","ARBUTUS-RIDGE","AMERICAN ELM",92,0.0177984136196556
"6","ARBUTUS-RIDGE","AMERICAN FILBERT",4,0.00077384407041981
"7","ARBUTUS-RIDGE","AMERICAN HORNBEAM",14,0.00270845424646934
"8","ARBUTUS-RIDGE","AMERICAN MOUNTAIN ASH",8,0.00154768814083962
"9","ARBUTUS-RIDGE","AMERICAN SWEETGUM",2,0.000386922035209905
"10","ARBUTUS-RIDGE","AMUR MAPLE",5,0.000967305088024763
"11","ARBUTUS-RIDGE","APPLE SERVICEBERRY",8,0.00154768814083962
"12","ARBUTUS-RIDGE","APPLE SPECIES",1,0.000193461017604953
"13","ARBUTUS-RIDGE","APPRICOT PLUM",1,0.000193461017604953
"14","ARBUTUS-RIDGE","ARISTOCRAT PEAR",20,0.00386922035209905
"15","ARBUTUS-RIDGE","ARMSTRONG RED MAPLE",19,0.0036757593344941
"16","ARBUTUS-RIDGE","ARNOLD TULIPTREE",38,0.0073515186689882
"17","ARBUTUS-RIDGE","ASH SPECIES",7,0.00135422712323467
"18","ARBUTUS-RIDGE","AUSTRIAN PINE",18,0.00348229831688915
"19","ARBUTUS-RIDGE","AUTUMN APPLAUSE ASH",70,0.0135422712323467
"20","ARBUTUS-RIDGE","AUTUMN BLAZE RED MAPLE",1,0.000193461017604953
"21","ARBUTUS-RIDGE","AUTUMN FLAME RED MAPLE",19,0.0036757593344941
"22","ARBUTUS-RIDGE","AUTUMN PURPLE ASH",1,0.000193461017604953
"23","ARBUTUS-RIDGE","AUTUMN SPLENDOR CHESTNUT",4,0.00077384407041981
"24","ARBUTUS-RIDGE","BAILEY SELECT CHOKECHERRY",10,0.00193461017604953
"25","ARBUTUS-RIDGE","BERGESON ASH",3,0.000580383052814858
"26","ARBUTUS-RIDGE","BIGLEAF MAPLE",10,0.00193461017604953
"27","ARBUTUS-RIDGE","BLACK COTTONWOOD",3,0.000580383052814858
"28","ARBUTUS-RIDGE","BLACK LOCUST",3,0.000580383052814858
"29","ARBUTUS-RIDGE","BLACK WALNUT",3,0.000580383052814858
"30","ARBUTUS-RIDGE","BLOODGOOD JAPANESE MAPLE",1,0.000193461017604953
"31","ARBUTUS-RIDGE","BLOODGOOD PLANE TREE",34,0.00657767459856839
"32","ARBUTUS-RIDGE","BLUE ASH",2,0.000386922035209905
"33","ARBUTUS-RIDGE","BOWHALL RED MAPLE",118,0.0228284000773844
"34","ARBUTUS-RIDGE","BOXELDER",4,0.00077384407041981
"35","ARBUTUS-RIDGE","BRANDON ELM",46,0.00889920680982782
"36","ARBUTUS-RIDGE","BUR OAK",1,0.000193461017604953
"37","ARBUTUS-RIDGE","BUTTERNUT",13,0.00251499322886438
"38","ARBUTUS-RIDGE","CALIFORNIA INCENSE CEDAR",1,0.000193461017604953
"39","ARBUTUS-RIDGE","CALLERY PEAR",3,0.000580383052814858
"40","ARBUTUS-RIDGE","CAPITAL PEAR",1,0.000193461017604953
"41","ARBUTUS-RIDGE","CARDINAL ROYAL MOUNTAIN ASH",6,0.00116076610562972
"42","ARBUTUS-RIDGE","CAUCASIAN ASH",14,0.00270845424646934
"43","ARBUTUS-RIDGE","CAUCASIAN MAPLE",3,0.000580383052814858
"44","ARBUTUS-RIDGE","CEDAR SPECIES",1,0.000193461017604953
"45","ARBUTUS-RIDGE","CHANTICLEER PEAR",74,0.0143161153027665
"46","ARBUTUS-RIDGE","CHERRY, PLUM OR PEACH SPECIES",4,0.00077384407041981
"47","ARBUTUS-RIDGE","CHINA GIRL DOGWOOD",4,0.00077384407041981
"48","ARBUTUS-RIDGE","CHINESE KOUSA DOGWOOD",2,0.000386922035209905
"49","ARBUTUS-RIDGE","CHINESE WINGNUT",1,0.000193461017604953
"50","ARBUTUS-RIDGE","COLUMNAR NORWAY MAPLE",25,0.00483652544012382
"51","ARBUTUS-RIDGE","COLUMNAR SARGENT CHERRY",5,0.000967305088024763
"52","ARBUTUS-RIDGE","COMMON APPLE",7,0.00135422712323467
"53","ARBUTUS-RIDGE","COMMON CATALPA",2,0.000386922035209905
"54","ARBUTUS-RIDGE","COMMON HACKBERRY",4,0.00077384407041981
"55","ARBUTUS-RIDGE","COMMON HORSECHESTNUT",125,0.0241826272006191
"56","ARBUTUS-RIDGE","COMMON LILAC",1,0.000193461017604953
"57","ARBUTUS-RIDGE","COPPER OR PURPLE BEECH",21,0.004062681369704
"58","ARBUTUS-RIDGE","CRIMEAN LINDEN",55,0.0106403559682724
"59","ARBUTUS-RIDGE","CRIMSON KING NORWAY MAPLE",7,0.00135422712323467
"60","ARBUTUS-RIDGE","CUTLEAF SILVER MAPLE",1,0.000193461017604953
"61","ARBUTUS-RIDGE","DAWN REDWOOD",88,0.0170245695492358
"62","ARBUTUS-RIDGE","DAWYCK'S BEECH",3,0.000580383052814858
"63","ARBUTUS-RIDGE","DEBORAH NORWAY MAPLE",7,0.00135422712323467
"64","ARBUTUS-RIDGE","DEGROOT LINDEN",2,0.000386922035209905
"65","ARBUTUS-RIDGE","DEODAR CEDAR",10,0.00193461017604953
"66","ARBUTUS-RIDGE","DOGWOOD SPECIES",2,0.000386922035209905
"67","ARBUTUS-RIDGE","DOUGLAS FIR",22,0.00425614238730896
"68","ARBUTUS-RIDGE","DOUGLAS HAWTHORN",23,0.00444960340491391
"69","ARBUTUS-RIDGE","DOVE OR HANDKERCHIEF TREE",1,0.000193461017604953
"70","ARBUTUS-RIDGE","DUTCH ELM",20,0.00386922035209905
"71","ARBUTUS-RIDGE","EASTERN REDCEDAR",3,0.000580383052814858
"72","ARBUTUS-RIDGE","EDDIES WHITE WONDER DOGWOOD",9,0.00174114915844457
"73","ARBUTUS-RIDGE","ELM SPECIES",1,0.000193461017604953
"74","ARBUTUS-RIDGE","ELWOOD NORWAY MAPLE",5,0.000967305088024763
"75","ARBUTUS-RIDGE","EMERALD QUEEN NORWAY MAPLE",8,0.00154768814083962
"76","ARBUTUS-RIDGE","ENGLISH HAWTHORN",13,0.00251499322886438
"77","ARBUTUS-RIDGE","ENGLISH HOLLY",3,0.000580383052814858
"78","ARBUTUS-RIDGE","ENGLISH OAK",7,0.00135422712323467
"79","ARBUTUS-RIDGE","EUROPEAN ASH",41,0.00793190172180306
"80","ARBUTUS-RIDGE","EUROPEAN BEECH",40,0.0077384407041981
"81","ARBUTUS-RIDGE","EUROPEAN HORNBEAM",5,0.000967305088024763
"82","ARBUTUS-RIDGE","EUROPEAN MOUNTAIN ASH",6,0.00116076610562972
"83","ARBUTUS-RIDGE","EUROPEAN WHITE BIRCH",50,0.00967305088024763
"84","ARBUTUS-RIDGE","FALL GOLD BLACK ASH",1,0.000193461017604953
"85","ARBUTUS-RIDGE","FERNLEAF BEECH",12,0.00232153221125943
"86","ARBUTUS-RIDGE","FERNLEAF COPPER BEECH",13,0.00251499322886438
"87","ARBUTUS-RIDGE","FLOWERING ASH",42,0.00812536273940801
"88","ARBUTUS-RIDGE","FLOWERING DOGWOOD",1,0.000193461017604953
"89","ARBUTUS-RIDGE","FRANZ FONTAINE HORNBEAM",2,0.000386922035209905
"90","ARBUTUS-RIDGE","FREEMAN'S S.S. MAPLE",9,0.00174114915844457
"91","ARBUTUS-RIDGE","FULLMOON MAPLE",1,0.000193461017604953
"92","ARBUTUS-RIDGE","GIANT DOGWOOD",12,0.00232153221125943
"93","ARBUTUS-RIDGE","GIANT SEQUOIA",15,0.00290191526407429
"94","ARBUTUS-RIDGE","GINKGO OR MAIDENHAIR TREE",5,0.000967305088024763
"95","ARBUTUS-RIDGE","GLOBE OR MOPHEAD ACACIA",2,0.000386922035209905
"96","ARBUTUS-RIDGE","GLOBEHEAD NORWAY MAPLE",43,0.00831882375701296
"97","ARBUTUS-RIDGE","GOLD LEAF BLACK LOCUST",2,0.000386922035209905
"98","ARBUTUS-RIDGE","GOLDEN CAUCASIAN MAPLE",1,0.000193461017604953
"99","ARBUTUS-RIDGE","GOLDEN DAWYCK BEECH",4,0.00077384407041981
"100","ARBUTUS-RIDGE","GOLDEN GIANT ARBORVITAE",1,0.000193461017604953
"101","ARBUTUS-RIDGE","GOLDEN ORIENTAL ARBORVITAE",1,0.000193461017604953
"102","ARBUTUS-RIDGE","GOLDEN WHITEBEAM",16,0.00309537628167924
"103","ARBUTUS-RIDGE","GRAND FIR",18,0.00348229831688915
"104","ARBUTUS-RIDGE","GREEN ASH",3,0.000580383052814858
"105","ARBUTUS-RIDGE","GREEN COLUMN BLACK MAPLE",3,0.000580383052814858
"106","ARBUTUS-RIDGE","GREEN PILLAR PIN OAK",8,0.00154768814083962
"107","ARBUTUS-RIDGE","GREEN VASE ZELKOVA",1,0.000193461017604953
"108","ARBUTUS-RIDGE","HALKA HONEYLOCUST",11,0.00212807119365448
"109","ARBUTUS-RIDGE","HARLEQUIN AH",2,0.000386922035209905
"110","ARBUTUS-RIDGE","HEDGE MAPLE",64,0.012381505126717
"111","ARBUTUS-RIDGE","HOLLY SPECIES",1,0.000193461017604953
"112","ARBUTUS-RIDGE","JACK PINE",1,0.000193461017604953
"113","ARBUTUS-RIDGE","JAPANESE DOGWOOD",8,0.00154768814083962
"114","ARBUTUS-RIDGE","JAPANESE FLOWERING CHERRY",15,0.00290191526407429
"115","ARBUTUS-RIDGE","JAPANESE FLOWERING CRABAPPLE",68,0.0131553491971368
"116","ARBUTUS-RIDGE","JAPANESE HORNBEAM",18,0.00348229831688915
"117","ARBUTUS-RIDGE","JAPANESE MAPLE",26,0.00502998645772877
"118","ARBUTUS-RIDGE","JAPANESE SNOWBELL",16,0.00309537628167924
"119","ARBUTUS-RIDGE","JAPANESE ZELKOVA",5,0.000967305088024763
"120","ARBUTUS-RIDGE","JOSEPH ROCK MOUNTAIN ASH",4,0.00077384407041981
"121","ARBUTUS-RIDGE","KATSURA TREE",99,0.0191526407428903
"122","ARBUTUS-RIDGE","KOBUS MAGNOLIA",143,0.0276649255175082
"123","ARBUTUS-RIDGE","KOREAN MOUNTAIN ASH",8,0.00154768814083962
"124","ARBUTUS-RIDGE","KWANZAN FLOWERING CHERRY",394,0.0762236409363513
"125","ARBUTUS-RIDGE","LAVALLEI HYBRID HAWTHORN",20,0.00386922035209905
"126","ARBUTUS-RIDGE","LAWSON CYPRESS/PORT ORFORD CED",12,0.00232153221125943
"127","ARBUTUS-RIDGE","LEPRECHAUN ASH",1,0.000193461017604953
"128","ARBUTUS-RIDGE","LILAC SPECIES",1,0.000193461017604953
"129","ARBUTUS-RIDGE","LITTLE-LEAF LINDEN",45,0.00870574579222287
"130","ARBUTUS-RIDGE","LONDON PLANE TREE",69,0.0133488102147417
"131","ARBUTUS-RIDGE","LUCAS COLUMNAR HORNBEAM",7,0.00135422712323467
"132","ARBUTUS-RIDGE","MAGNOLIA 'CHYVERTON RED'",1,0.000193461017604953
"133","ARBUTUS-RIDGE","MAGNOLIA 'GALAXY'",15,0.00290191526407429
"134","ARBUTUS-RIDGE","MAGNOLIA 'IOLANTHE'",5,0.000967305088024763
"135","ARBUTUS-RIDGE","MAGNOLIA 'SERENE'",9,0.00174114915844457
"136","ARBUTUS-RIDGE","MAGNOLIA 'VICTORIA'",2,0.000386922035209905
"137","ARBUTUS-RIDGE","MAGNOLIA 'VULCAN'",4,0.00077384407041981
"138","ARBUTUS-RIDGE","MAGNOLIA SPECIES",1,0.000193461017604953
"139","ARBUTUS-RIDGE","MANCHURIAN CHERRY",6,0.00116076610562972
"140","ARBUTUS-RIDGE","MAPLE SPECIES",11,0.00212807119365448
"141","ARBUTUS-RIDGE","MAZZARD CHERRY",15,0.00290191526407429
"142","ARBUTUS-RIDGE","MEDLAR APPLE",6,0.00116076610562972
"143","ARBUTUS-RIDGE","MIYAKO CHERRY",1,0.000193461017604953
"144","ARBUTUS-RIDGE","MODESTO ASH",19,0.0036757593344941
"145","ARBUTUS-RIDGE","MORAINE HONEYLOCUST",1,0.000193461017604953
"146","ARBUTUS-RIDGE","MOUNTAIN ASH SPECIES",1,0.000193461017604953
"147","ARBUTUS-RIDGE","MOUNTAIN BLACK HEMLOCK",1,0.000193461017604953
"148","ARBUTUS-RIDGE","NIGHT PURPLE LEAF PLUM",195,0.0377248984329658
"149","ARBUTUS-RIDGE","NOOTKA CYPRESS",4,0.00077384407041981
"150","ARBUTUS-RIDGE","NORTHWOOD RED MAPLE",6,0.00116076610562972
"151","ARBUTUS-RIDGE","NORWAY MAPLE",73,0.0141226542851615
"152","ARBUTUS-RIDGE","NORWAY SPRUCE",2,0.000386922035209905
"153","ARBUTUS-RIDGE","OCTOBER GLORY RED MAPLE",9,0.00174114915844457
"154","ARBUTUS-RIDGE","OSAKAZUKI JAPANESE MAPLE",9,0.00174114915844457
"155","ARBUTUS-RIDGE","PACIFIC DOGWOOD",9,0.00174114915844457
"156","ARBUTUS-RIDGE","PACIFIC SUNSET MAPLE",18,0.00348229831688915
"157","ARBUTUS-RIDGE","PANACEK MAPLE",8,0.00154768814083962
"158","ARBUTUS-RIDGE","PAPER BIRCH",9,0.00174114915844457
"159","ARBUTUS-RIDGE","PAPERBARK MAPLE",52,0.0100599729154575
"160","ARBUTUS-RIDGE","PATMORE ASH",28,0.00541690849293867
"161","ARBUTUS-RIDGE","PENDULOUS HYBRID CRABAPPLE",1,0.000193461017604953
"162","ARBUTUS-RIDGE","PERSIAN IRONWOOD",28,0.00541690849293867
"163","ARBUTUS-RIDGE","PIN OAK",7,0.00135422712323467
"164","ARBUTUS-RIDGE","PINE SPECIES",4,0.00077384407041981
"165","ARBUTUS-RIDGE","PINK KOUSA DOGWOOD",8,0.00154768814083962
"166","ARBUTUS-RIDGE","PINK PERFECTION CHERRY",6,0.00116076610562972
"167","ARBUTUS-RIDGE","PISSARD PLUM",696,0.134648868253047
"168","ARBUTUS-RIDGE","PRAIRIE FIRE CRABAPPLE",9,0.00174114915844457
"169","ARBUTUS-RIDGE","PRINCETON GOLD MAPLE",30,0.00580383052814858
"170","ARBUTUS-RIDGE","PURPLE FOUNTAIN BEECH",1,0.000193461017604953
"171","ARBUTUS-RIDGE","PURPLE HAZE JAPANESE PLUM",29,0.00561036951054363
"172","ARBUTUS-RIDGE","PURPLE LEAF SYCAMORE MAPLE",25,0.00483652544012382
"173","ARBUTUS-RIDGE","PURPLE PLUM",2,0.000386922035209905
"174","ARBUTUS-RIDGE","PURPLE ROBE LOCUST",1,0.000193461017604953
"175","ARBUTUS-RIDGE","PYRAMIDAL EUROPEAN BIRCH",6,0.00116076610562972
"176","ARBUTUS-RIDGE","PYRAMIDAL EUROPEAN HORNBEAM",121,0.0234087831301993
"177","ARBUTUS-RIDGE","QUEEN ELIZABETH MAPLE",42,0.00812536273940801
"178","ARBUTUS-RIDGE","RANCHO SARGENT CHERRY",4,0.00077384407041981
"179","ARBUTUS-RIDGE","RAYWOOD ASH",132,0.0255368543238537
"180","ARBUTUS-RIDGE","RED CAUCASIAN MAPLE",4,0.00077384407041981
"181","ARBUTUS-RIDGE","RED JAPANESE MAPLE",1,0.000193461017604953
"182","ARBUTUS-RIDGE","RED JEWEL CRABAPPLE",1,0.000193461017604953
"183","ARBUTUS-RIDGE","RED MAPLE",52,0.0100599729154575
"184","ARBUTUS-RIDGE","RED OAK",11,0.00212807119365448
"185","ARBUTUS-RIDGE","RED SHINE MAPLE",6,0.00116076610562972
"186","ARBUTUS-RIDGE","RED SUNSET RED MAPLE",35,0.00677113561617334
"187","ARBUTUS-RIDGE","REDBUD CRABAPPLE",130,0.0251499322886438
"188","ARBUTUS-RIDGE","RIVER BIRCH",8,0.00154768814083962
"189","ARBUTUS-RIDGE","ROYAL SPLENDOR CRABAPPLE",2,0.000386922035209905
"190","ARBUTUS-RIDGE","ROYALTY CRABAPPLE",7,0.00135422712323467
"191","ARBUTUS-RIDGE","RUBY RED HORSECHESTNUT",3,0.000580383052814858
"192","ARBUTUS-RIDGE","RUDOLPH CRABAPPLE",2,0.000386922035209905
"193","ARBUTUS-RIDGE","SARGENT FLOWERING CHERRY",7,0.00135422712323467
"194","ARBUTUS-RIDGE","SAWARA FALSECYPRESS",1,0.000193461017604953
"195","ARBUTUS-RIDGE","SAWTOOTH OAK",5,0.000967305088024763
"196","ARBUTUS-RIDGE","SCARLET OAK",2,0.000386922035209905
"197","ARBUTUS-RIDGE","SCHUBERT CHOKECHERRY",29,0.00561036951054363
"198","ARBUTUS-RIDGE","SCHWEDLER NORWAY MAPLE",4,0.00077384407041981
"199","ARBUTUS-RIDGE","SCOTCH PINE",26,0.00502998645772877
"200","ARBUTUS-RIDGE","SEIBOLDI CHERRY",6,0.00116076610562972
"201","ARBUTUS-RIDGE","SERVICEBERRY",11,0.00212807119365448
"202","ARBUTUS-RIDGE","SHADEMASTER HONEYLOCUST",22,0.00425614238730896
"203","ARBUTUS-RIDGE","SHANTUNG MAPLE",1,0.000193461017604953
"204","ARBUTUS-RIDGE","SHIROFUGEN CHERRY",4,0.00077384407041981
"205","ARBUTUS-RIDGE","SHIROTAE(MT FUJI) CHERRY",3,0.000580383052814858
"206","ARBUTUS-RIDGE","SHORE PINE",1,0.000193461017604953
"207","ARBUTUS-RIDGE","SIEBOLD'S MAGNOLIA",1,0.000193461017604953
"208","ARBUTUS-RIDGE","SILVER MAPLE",4,0.00077384407041981
"209","ARBUTUS-RIDGE","SILVER QUEEN MAPLE",2,0.000386922035209905
"210","ARBUTUS-RIDGE","SILVER VARIEGATED NORWAY MAPLE",5,0.000967305088024763
"211","ARBUTUS-RIDGE","SKYMASTER ENGLISH OAK",1,0.000193461017604953
"212","ARBUTUS-RIDGE","SNOWBIRD HAWTHORN",21,0.004062681369704
"213","ARBUTUS-RIDGE","SNOWCLOUD CRABAPPLE",1,0.000193461017604953
"214","ARBUTUS-RIDGE","SNOWCONE JAPANESE SNOWBELL",1,0.000193461017604953
"215","ARBUTUS-RIDGE","SOUTHERN MAGNOLIA",1,0.000193461017604953
"216","ARBUTUS-RIDGE","SOVEREIGN PIN OAK",3,0.000580383052814858
"217","ARBUTUS-RIDGE","SPRUCE SPECIES",3,0.000580383052814858
"218","ARBUTUS-RIDGE","SUGAR MAPLE",4,0.00077384407041981
"219","ARBUTUS-RIDGE","SUNBURST HONEYLOCUST",29,0.00561036951054363
"220","ARBUTUS-RIDGE","SUPERFORM NORWAY MAPLE",6,0.00116076610562972
"221","ARBUTUS-RIDGE","SUSAN MAGNOLIA",3,0.000580383052814858
"222","ARBUTUS-RIDGE","SYCAMORE MAPLE",74,0.0143161153027665
"223","ARBUTUS-RIDGE","TAIJA JAPANESE MAPLE",1,0.000193461017604953
"224","ARBUTUS-RIDGE","TCHONOSKI CRABAPPLE",4,0.00077384407041981
"225","ARBUTUS-RIDGE","THORNLESS COCKSPUR HAWTHORN",19,0.0036757593344941
"226","ARBUTUS-RIDGE","THORNLESS HONEYLOCUST",17,0.00328883729928419
"227","ARBUTUS-RIDGE","THUNDERCLOUD PURPLE PLUM",4,0.00077384407041981
"228","ARBUTUS-RIDGE","TOBA HAWTHORN",16,0.00309537628167924
"229","ARBUTUS-RIDGE","TREE LILAC",33,0.00638421358096344
"230","ARBUTUS-RIDGE","TRICOLOR DOGWOOD",2,0.000386922035209905
"231","ARBUTUS-RIDGE","TULIPTREE",8,0.00154768814083962
"232","ARBUTUS-RIDGE","TUPELO",32,0.00619075256335848
"233","ARBUTUS-RIDGE","UKON JAPANESE CHERRY",8,0.00154768814083962
"234","ARBUTUS-RIDGE","UPRIGHT MOUNTAIN ASH",2,0.000386922035209905
"235","ARBUTUS-RIDGE","VANESSA PERSIAN IRONWOOD",2,0.000386922035209905
"236","ARBUTUS-RIDGE","VARIEGATED SYCAMORE MAPLE",4,0.00077384407041981
"237","ARBUTUS-RIDGE","VENUS DOGWOOD",1,0.000193461017604953
"238","ARBUTUS-RIDGE","VILLAGE GREEN ZELKOVA",25,0.00483652544012382
"239","ARBUTUS-RIDGE","VINE MAPLE",1,0.000193461017604953
"240","ARBUTUS-RIDGE","WASHINGTON HAWTHORN",26,0.00502998645772877
"241","ARBUTUS-RIDGE","WATERER GOLDENCHAIN TREE",2,0.000386922035209905
"242","ARBUTUS-RIDGE","WATSON'S CRABAPPLE",1,0.000193461017604953
"243","ARBUTUS-RIDGE","WEEPING BEECH",3,0.000580383052814858
"244","ARBUTUS-RIDGE","WEEPING CRABAPPLE",3,0.000580383052814858
"245","ARBUTUS-RIDGE","WEEPING CUTLEAF BIRCH",4,0.00077384407041981
"246","ARBUTUS-RIDGE","WEEPING KATSURA TREE",1,0.000193461017604953
"247","ARBUTUS-RIDGE","WEEPING LAWSON CYPRESS",2,0.000386922035209905
"248","ARBUTUS-RIDGE","WEEPING WILLOW",2,0.000386922035209905
"249","ARBUTUS-RIDGE","WESTERN CATALPA",3,0.000580383052814858
"250","ARBUTUS-RIDGE","WESTERN HEMLOCK",4,0.00077384407041981
"251","ARBUTUS-RIDGE","WESTERN RED CEDAR",15,0.00290191526407429
"252","ARBUTUS-RIDGE","WESTOFF'S GLORIE EUROPEAN ASH",4,0.00077384407041981
"253","ARBUTUS-RIDGE","WHITE ASH",4,0.00077384407041981
"254","ARBUTUS-RIDGE","WHITE BEAM MOUNTAIN ASH",3,0.000580383052814858
"255","ARBUTUS-RIDGE","WHITE SPRUCE",1,0.000193461017604953
"256","ARBUTUS-RIDGE","WILDFIRE BLACK GUM",10,0.00193461017604953
"257","ARBUTUS-RIDGE","WILLOW OAK",1,0.000193461017604953
"258","ARBUTUS-RIDGE","WORPLESDON SWEETGUM",30,0.00580383052814858
"259","ARBUTUS-RIDGE","YELLOW BUCKEYE",2,0.000386922035209905
"260","ARBUTUS-RIDGE","YOSHINO CHERRY",8,0.00154768814083962
"261","DOWNTOWN","ACCOLADE CHERRY",6,0.00116301608838922
"262","DOWNTOWN","AKEBONO FLOWERING CHERRY",8,0.0015506881178523
"263","DOWNTOWN","ALDERLEAFED MOUNTAIN ASH",3,0.000581508044194611
"264","DOWNTOWN","AMERICAN BEECH",2,0.000387672029463074
"265","DOWNTOWN","AMERICAN ELM",17,0.00329521225043613
"266","DOWNTOWN","AMERICAN HORNBEAM",1,0.000193836014731537
"267","DOWNTOWN","AMERICAN MOUNTAIN ASH",1,0.000193836014731537
"268","DOWNTOWN","AMERICAN SWEETGUM",79,0.0153130451637914
"269","DOWNTOWN","ARISTOCRAT PEAR",56,0.0108548168249661
"270","DOWNTOWN","ARMSTRONG RED MAPLE",86,0.0166698972669122
"271","DOWNTOWN","ARNOLD TULIPTREE",3,0.000581508044194611
"272","DOWNTOWN","ASH SPECIES",15,0.00290754022097306
"273","DOWNTOWN","AUTUMN APPLAUSE ASH",1,0.000193836014731537
"274","DOWNTOWN","AUTUMN BLAZE RED MAPLE",76,0.0147315371195968
"275","DOWNTOWN","AUTUMN FLAME RED MAPLE",96,0.0186082574142276
"276","DOWNTOWN","AUTUMN HIGAN CHERRY",3,0.000581508044194611
"277","DOWNTOWN","AUTUMN PURPLE ASH",2,0.000387672029463074
"278","DOWNTOWN","BASSWOOD",5,0.000969180073657686
"279","DOWNTOWN","BIG LEAF LINDEN",6,0.00116301608838922
"280","DOWNTOWN","BIGLEAF MAPLE",1,0.000193836014731537
"281","DOWNTOWN","BLACK LOCUST",11,0.00213219616204691
"282","DOWNTOWN","BLOODGOOD PLANE TREE",41,0.00794727660399302
"283","DOWNTOWN","BOWHALL RED MAPLE",187,0.0362473347547974
"284","DOWNTOWN","BOXELDER",1,0.000193836014731537
"285","DOWNTOWN","BRANDON ELM",1,0.000193836014731537
"286","DOWNTOWN","BRANDYWINE RED MAPLE",26,0.00503973638301997
"287","DOWNTOWN","BRUNS SERBIAN SPRUCE",2,0.000387672029463074
"288","DOWNTOWN","CALIFORNIA INCENSE CEDAR",3,0.000581508044194611
"289","DOWNTOWN","CALLERY PEAR",18,0.00348904826516767
"290","DOWNTOWN","CAPITAL PEAR",1,0.000193836014731537
"291","DOWNTOWN","CAUCASIAN ASH",3,0.000581508044194611
"292","DOWNTOWN","CAUCASIAN MAPLE",16,0.00310137623570459
"293","DOWNTOWN","CELEBRATION RED MAPLE",6,0.00116301608838922
"294","DOWNTOWN","CHANCELLOR LINDEN",1,0.000193836014731537
"295","DOWNTOWN","CHANTICLEER PEAR",28,0.00542740841248304
"296","DOWNTOWN","CHERRY, PLUM OR PEACH SPECIES",1,0.000193836014731537
"297","DOWNTOWN","CHINESE TULIPTREE",67,0.012987012987013
"298","DOWNTOWN","COLUMNAR NORWAY MAPLE",156,0.0302384182981198
"299","DOWNTOWN","COLUMNAR RED MAPLE",4,0.000775344058926148
"300","DOWNTOWN","COLUMNAR SARGENT CHERRY",1,0.000193836014731537
"301","DOWNTOWN","COMMON HORSECHESTNUT",16,0.00310137623570459
"302","DOWNTOWN","COPPER OR PURPLE BEECH",5,0.000969180073657686
"303","DOWNTOWN","CRIMEAN LINDEN",155,0.0300445822833883
"304","DOWNTOWN","CRIMSON KING NORWAY MAPLE",5,0.000969180073657686
"305","DOWNTOWN","CRIMSON SPIRE OAK",1,0.000193836014731537
"306","DOWNTOWN","CRIMSON SUNSET MAPLE",7,0.00135685210312076
"307","DOWNTOWN","CUTLEAF SILVER MAPLE",18,0.00348904826516767
"308","DOWNTOWN","DAWYCK'S BEECH",71,0.0137623570459391
"309","DOWNTOWN","DEGROOT LINDEN",1,0.000193836014731537
"310","DOWNTOWN","DOUGLAS FIR",1,0.000193836014731537
"311","DOWNTOWN","EDDIES WHITE WONDER DOGWOOD",7,0.00135685210312076
"312","DOWNTOWN","EMERALD QUEEN NORWAY MAPLE",47,0.00911029269238224
"313","DOWNTOWN","ENGLISH OAK",30,0.00581508044194611
"314","DOWNTOWN","ENGLISH YEW",1,0.000193836014731537
"315","DOWNTOWN","EUROPEAN ASH",12,0.00232603217677845
"316","DOWNTOWN","EUROPEAN BEECH",320,0.0620275247140919
"317","DOWNTOWN","EUROPEAN HORNBEAM",48,0.00930412870711378
"318","DOWNTOWN","EUROPEAN MOUNTAIN ASH",7,0.00135685210312076
"319","DOWNTOWN","EUROPEAN WHITE BIRCH",12,0.00232603217677845
"320","DOWNTOWN","FERNLEAF COPPER BEECH",1,0.000193836014731537
"321","DOWNTOWN","FLOWERING ASH",18,0.00348904826516767
"322","DOWNTOWN","FLOWERING DOGWOOD",1,0.000193836014731537
"323","DOWNTOWN","FRANZ FONTAINE HORNBEAM",17,0.00329521225043613
"324","DOWNTOWN","FREEMAN'S S.S. MAPLE",156,0.0302384182981198
"325","DOWNTOWN","GIANT SEQUOIA",3,0.000581508044194611
"326","DOWNTOWN","GINKGO OR MAIDENHAIR TREE",68,0.0131808490017445
"327","DOWNTOWN","GLOBEHEAD NORWAY MAPLE",19,0.00368288427989921
"328","DOWNTOWN","GOLDEN DAWYCK BEECH",6,0.00116301608838922
"329","DOWNTOWN","GOLDEN WHITEBEAM",3,0.000581508044194611
"330","DOWNTOWN","GREEN ASH",4,0.000775344058926148
"331","DOWNTOWN","GREEN PILLAR PIN OAK",5,0.000969180073657686
"332","DOWNTOWN","HALKA HONEYLOCUST",6,0.00116301608838922
"333","DOWNTOWN","HARVEST ORANGE JPN MAPLE",1,0.000193836014731537
"334","DOWNTOWN","HEDGE MAPLE",106,0.0205466175615429
"335","DOWNTOWN","HONEYLOCUST",5,0.000969180073657686
"336","DOWNTOWN","HORNBEAM SPECIES",6,0.00116301608838922
"337","DOWNTOWN","HUGARIAN OAK",9,0.00174452413258383
